物品/地点,类型,等级,备注,X坐标,Y坐标,链接标识
"铬铁矿","铬铁矿","","","-1146","-1245",""
"铬铁矿","铬铁矿","","","-1180","-1225",""
"铬铁矿","铬铁矿","","","-1137","-1243",""
"铬铁矿","铬铁矿","","","-1170","-1222",""
"铬铁矿","铬铁矿","","","-1180","-1210",""
"铬铁矿","铬铁矿","","","-1159","-1212",""
"铬铁矿","铬铁矿","","","-1118","-1231",""
"铬铁矿","铬铁矿","","","-1128","-1218",""
"铬铁矿","铬铁矿","","","-1183","-1179",""
"铬铁矿","铬铁矿","","","-1152","-1194",""
"铬铁矿","铬铁矿","","","-1168","-1179",""
"铬铁矿","铬铁矿","","","-1125","-1197",""
"铬铁矿","铬铁矿","","","-1135","-1187",""
"铬铁矿","铬铁矿","","","-1156","-1170",""
"铬铁矿","铬铁矿","","","-1119","-1185",""
"铬铁矿","铬铁矿","","","-1140","-1169",""
"铬铁矿","铬铁矿","","","-1105","-1186",""
"铬铁矿","铬铁矿","","","-1121","-1172",""
"铬铁矿","铬铁矿","","","-1143","-1155",""
"铬铁矿","铬铁矿","","","-1113","-1168",""
"铬铁矿","铬铁矿","","","-1097","-1168",""
"铬铁矿","铬铁矿","","","-1107","-1155",""
"铬铁矿","铬铁矿","","","-988","-1097",""
"铬铁矿","铬铁矿","","","-1030","-1080",""
"铬铁矿","铬铁矿","","","-967","-1112",""
"铬铁矿","铬铁矿","","","-1015","-1093",""
"铬铁矿","铬铁矿","","","-1064","-1075",""
"铬铁矿","铬铁矿","","","-987","-1111",""
"铬铁矿","铬铁矿","","","-1017","-1099",""
"铬铁矿","铬铁矿","","","-1001","-1113",""
"铬铁矿","铬铁矿","","","-1062","-1088",""
"铬铁矿","铬铁矿","","","-1024","-1118",""
"铬铁矿","铬铁矿","","","-1003","-1133",""
"铬铁矿","铬铁矿","","","-1068","-1105",""
"铬铁矿","铬铁矿","","","-1139","-1000",""
"铬铁矿","铬铁矿","","","-1136","-966",""
"铬铁矿","铬铁矿","","","-1151","-1038",""
"铬铁矿","铬铁矿","","","-1148","-1005",""
"铬铁矿","铬铁矿","","","-1159","-1056",""
"铬铁矿","铬铁矿","","","-1155","-1023",""
"铬铁矿","铬铁矿","","","-1159","-1004",""
"铬铁矿","铬铁矿","","","-1154","-952",""
"铬铁矿","铬铁矿","","","-1167","-1015",""
"铬铁矿","铬铁矿","","","-1167","-957",""
"铬铁矿","铬铁矿","","","-1174","-968",""
"铬铁矿","铬铁矿","","","-1188","-1032",""
"铬铁矿","铬铁矿","","","-1185","-1000",""
"铬铁矿","铬铁矿","","","-1180","-949",""
"铬铁矿","铬铁矿","","","-1194","-1023",""
"铬铁矿","铬铁矿","","","-1186","-954",""
"铬铁矿","铬铁矿","","","-1231","-1207",""
"铬铁矿","铬铁矿","","","-1213","-1153",""
"铬铁矿","铬铁矿","","","-1234","-1194",""
"铬铁矿","铬铁矿","","","-1222","-1163",""
"铬铁矿","铬铁矿","","","-1242","-1197",""
"铬铁矿","铬铁矿","","","-1225","-1147",""
"铬铁矿","铬铁矿","","","-1241","-1157",""
"铬铁矿","铬铁矿","","","-1249","-1155",""
"铬铁矿","铬铁矿","","","-1233","-1110",""
"铬铁矿","铬铁矿","","","-1264","-1184",""
"铬铁矿","铬铁矿","","","-1246","-1128",""
"铬铁矿","铬铁矿","","","-1251","-1126",""
"铬铁矿","铬铁矿","","","-1282","-1144",""
"铬铁矿","铬铁矿","","","-1267","-1106",""
"铬铁矿","铬铁矿","","","-1213","-1393",""
"铬铁矿","铬铁矿","","","-1212","-1367",""
"铬铁矿","铬铁矿","","","-1234","-1394",""
"铬铁矿","铬铁矿","","","-1234","-1373",""
"铬铁矿","铬铁矿","","","-1236","-1358",""
"铬铁矿","铬铁矿","","","-1019","-1271",""
"铬铁矿","铬铁矿","","","-1032","-1266",""
"铬铁矿","铬铁矿","","","-1061","-1291",""
"铬铁矿","铬铁矿","","","-1067","-1288",""
"铬铁矿","铬铁矿","","","-1095","-1271",""
"铬铁矿","铬铁矿","","","-1030","-1344",""
"铬铁矿","铬铁矿","","","-1022","-1366",""
"铬铁矿","铬铁矿","","","-1030","-1367",""
"铬铁矿","铬铁矿","","","-1034","-1374",""
"铬铁矿","铬铁矿","","","-1032","-1383",""
"铬铁矿","铬铁矿","","","-1030","-1391",""
"铬铁矿","铬铁矿","","","-1057","-1382",""
"铬铁矿","铬铁矿","","","-1056","-1405",""
"铬铁矿","铬铁矿","","","-1070","-1403",""
"铬铁矿","铬铁矿","","","-1068","-1413",""
"铬铁矿","铬铁矿","","","-1059","-1435",""
"铬铁矿","铬铁矿","","","-971","-1241",""
"铬铁矿","铬铁矿","","","-993","-1246",""
"铬铁矿","铬铁矿","","","-991","-1252",""
"铬铁矿","铬铁矿","","","-952","-1267",""
"铬铁矿","铬铁矿","","","-980","-1274",""
"铬铁矿","铬铁矿","","","-980","-1280",""
"铬铁矿","铬铁矿","","","-961","-1300",""
"铬铁矿","铬铁矿","","","-962","-1307",""
"铬铁矿","铬铁矿","","","-987","-1313",""
"铬铁矿","铬铁矿","","","-956","-1326",""
"铬铁矿","铬铁矿","","","-956","-1333",""
"铬铁矿","铬铁矿","","","-828","-1249",""
"铬铁矿","铬铁矿","","","-859","-1246",""
"铬铁矿","铬铁矿","","","-847","-1254",""
"铬铁矿","铬铁矿","","","-841","-1261",""
"铬铁矿","铬铁矿","","","-821","-1274",""
"铬铁矿","铬铁矿","","","-828","-1287",""
"铬铁矿","铬铁矿","","","-829","-1294",""
"铬铁矿","铬铁矿","","","-861","-1293",""
"铬铁矿","铬铁矿","","","-861","-1298",""
"铬铁矿","铬铁矿","","","-824","-1313",""
"铬铁矿","铬铁矿","","","-979","-1042",""
"铬铁矿","铬铁矿","","","-971","-1055",""
"铬铁矿","铬铁矿","","","-968","-1063",""
"铬铁矿","铬铁矿","","","-959","-1063",""
"铬铁矿","铬铁矿","","","-947","-1078",""
"铬铁矿","铬铁矿","","","-941","-1082",""
"铬铁矿","铬铁矿","","","-935","-1086",""
"铬铁矿","铬铁矿","","","-926","-1083",""
"铬铁矿","铬铁矿","","","-905","-1073",""
"铬铁矿","铬铁矿","","","-914","-1099",""
"铬铁矿","铬铁矿","","","-1176","-852",""
"铬铁矿","铬铁矿","","","-1144","-826",""
"铬铁矿","铬铁矿","","","-1171","-871",""
"铬铁矿","铬铁矿","","","-1139","-829",""
"铬铁矿","铬铁矿","","","-1171","-881",""
"铬铁矿","铬铁矿","","","-1150","-861",""
"铬铁矿","铬铁矿","","","-1138","-853",""
"铬铁矿","铬铁矿","","","-1165","-898",""
"铬铁矿","铬铁矿","","","-1149","-886",""
"铬铁矿","铬铁矿","","","-1157","-911",""
"铬铁矿","铬铁矿","","","-1130","-881",""
"铬铁矿","铬铁矿","","","-1152","-915",""
"铬铁矿","铬铁矿","","","-1130","-891",""
"铬铁矿","铬铁矿","","","-1115","-876",""
"铬铁矿","铬铁矿","","","-1098","-864",""
"铬铁矿","铬铁矿","","","-1118","-896",""
"铬铁矿","铬铁矿","","","-1113","-901",""
"铬铁矿","铬铁矿","","","-1131","-927",""
"铬铁矿","铬铁矿","","","-1105","-913",""
"铬铁矿","铬铁矿","","","-1029","-860",""
"铬铁矿","铬铁矿","","","-1008","-852",""
"铬铁矿","铬铁矿","","","-1005","-861",""
"铬铁矿","铬铁矿","","","-991","-863",""
"铬铁矿","铬铁矿","","","-982","-875",""
"铬铁矿","铬铁矿","","","-978","-892",""
"铬铁矿","铬铁矿","","","-973","-896",""
"铬铁矿","铬铁矿","","","-952","-887",""
"铬铁矿","铬铁矿","","","-954","-902",""
"铬铁矿","铬铁矿","","","-950","-910",""
"铬铁矿","铬铁矿","","","-936","-912",""
"铬铁矿","铬铁矿","","","-915","-903",""
"铬铁矿","铬铁矿","","","-923","-929",""
"铬铁矿","铬铁矿","","","-1061","-1007",""
"铬铁矿","铬铁矿","","","-1058","-1002",""
"铬铁矿","铬铁矿","","","-1044","-1006",""
"铬铁矿","铬铁矿","","","-1036","-989",""
"铬铁矿","铬铁矿","","","-1027","-988",""
"铬铁矿","铬铁矿","","","-1022","-974",""
"铬铁矿","铬铁矿","","","-1007","-976",""
"铬铁矿","铬铁矿","","","-1013","-954",""
"铬铁矿","铬铁矿","","","-1005","-953",""
"铬铁矿","铬铁矿","","","-1001","-940",""
"铬铁矿","铬铁矿","","","-982","-948",""
"铬铁矿","铬铁矿","","","-973","-930",""
"铬铁矿","铬铁矿","","","-946","-987",""
"铬铁矿","铬铁矿","","","-936","-987",""
"铬铁矿","铬铁矿","","","-923","-982",""
"铬铁矿","铬铁矿","","","-895","-971",""
"铬铁矿","铬铁矿","","","-878","-951",""
"铬铁矿","铬铁矿","","","-874","-919",""
"铬铁矿","铬铁矿","","","-923","-1057",""
"铬铁矿","铬铁矿","","","-895","-1011",""
"铬铁矿","铬铁矿","","","-909","-1061",""
"铬铁矿","铬铁矿","","","-883","-1035",""
"铬铁矿","铬铁矿","","","-880","-1050",""
"铬铁矿","铬铁矿","","","-874","-1051",""
"铬铁矿","铬铁矿","","","-870","-1066",""
"铬铁矿","铬铁矿","","","-817","-1048",""
"铬铁矿","铬铁矿","","","-827","-1080",""
"铬铁矿","铬铁矿","","","-802","-1039",""
"铬铁矿","铬铁矿","","","-816","-1089",""
"铬铁矿","铬铁矿","","","-808","-1085",""
"铬铁矿","铬铁矿","","","-797","-1069",""
"铬铁矿","铬铁矿","","","-875","-1213",""
"铬铁矿","铬铁矿","","","-867","-1164",""
"铬铁矿","铬铁矿","","","-858","-1195",""
"铬铁矿","铬铁矿","","","-857","-1175",""
"铬铁矿","铬铁矿","","","-845","-1197",""
"铬铁矿","铬铁矿","","","-836","-1202",""
"铬铁矿","铬铁矿","","","-831","-1196",""
"铬铁矿","铬铁矿","","","-832","-1167",""
"铬铁矿","铬铁矿","","","-810","-1150",""
"铬铁矿","铬铁矿","","","-802","-1147",""
"铬铁矿","铬铁矿","","","-769","-1147",""
"铬铁矿","铬铁矿","","","-762","-1150",""
"铬铁矿","铬铁矿","","","-722","-1140",""
"铬铁矿","铬铁矿","","","-714","-1150",""
"铬铁矿","铬铁矿","","","-695","-1139",""
"铬铁矿","铬铁矿","","","-687","-1125",""
"铬铁矿","铬铁矿","","","-677","-1136",""
"铬铁矿","铬铁矿","","","-669","-1139",""
"铬铁矿","铬铁矿","","","-657","-1137",""
"铬铁矿","铬铁矿","","","-645","-1127",""
"铬铁矿","铬铁矿","","","-638","-1131",""
"铬铁矿","铬铁矿","","","-731","-1010",""
"铬铁矿","铬铁矿","","","-719","-986",""
"铬铁矿","铬铁矿","","","-707","-972",""
"铬铁矿","铬铁矿","","","-685","-947",""
"铬铁矿","铬铁矿","","","-983","-1024",""
"铬铁矿","铬铁矿","","","-984","-1027",""
"铬铁矿","铬铁矿","","","-987","-1025",""
"铬铁矿","铬铁矿","","","-986","-1022",""
"铬铁矿","铬铁矿","","","-740","-1001",""
"铬铁矿","铬铁矿","","","-738","-1005",""
"铬铁矿","铬铁矿","","","-744","-1003",""
"铬铁矿","铬铁矿","","","-741","-1006",""
"铬铁矿","铬铁矿","","","-984","-1322",""
"铬铁矿","铬铁矿","","","-983","-1318",""
"铬铁矿","铬铁矿","","","-981","-1323",""
"铬铁矿","铬铁矿","","","-979","-1320",""
"铬铁矿","铬铁矿","","","-1210","-1327",""
"铬铁矿","铬铁矿","","","-1210","-1323",""
"铬铁矿","铬铁矿","","","-1207","-1323",""
"铬铁矿","铬铁矿","","","-1207","-1326",""
"铬铁矿","铬铁矿","","","-1240","-1182",""
"铬铁矿","铬铁矿","","","-1242","-1180",""
"铬铁矿","铬铁矿","","","-1236","-1180",""
"铬铁矿","铬铁矿","","","-1239","-1178",""
"铬铁矿","铬铁矿","","","-1039","-1143",""
"铬铁矿","铬铁矿","","","-1035","-1143",""
"铬铁矿","铬铁矿","","","-1038","-1146",""
"铬铁矿","铬铁矿","","","-1035","-1146",""
"Fruits_DarkIsland_1","技能树","","","-668","-932","Fruits_DarkIsland_1"
"Fruits_DarkIsland_1","技能树","","","-1408","-1027","Fruits_DarkIsland_1"
"Fruits_DarkIsland_1","技能树","","","-1423","-1673","Fruits_DarkIsland_1"
"Fruits_DarkIsland_1","技能树","","","-872","-1472","Fruits_DarkIsland_1"
"Fruits_DarkIsland_1","技能树","","","-972","-921","Fruits_DarkIsland_1"
"Fruits_DarkIsland_1","技能树","","","-968","-1169","Fruits_DarkIsland_1"
"Fruits_DarkIsland_1","技能树","","","-1251","-1399","Fruits_DarkIsland_1"
"Fruits_Desert_1","技能树","","","328","484","Fruits_Desert_1"
"Fruits_Desert_1","技能树","","","290","254","Fruits_Desert_1"
"Fruits_Grass_1","技能树","","","203","-452","Fruits_Grass_1"
"Fruits_Grass_1","技能树","","","-245","-203","Fruits_Grass_1"
"Fruits_Grass_1","技能树","","","-5","-90","Fruits_Grass_1"
"Fruits_Grass_1","技能树","","","146","-24","Fruits_Grass_1"
"Fruits_Grass_1","技能树","","","362","-316","Fruits_Grass_1"
"Fruits_Grass_1","技能树","","","-193","-518","Fruits_Grass_1"
"Fruits_Grass_1","技能树","","","-453","-33","Fruits_Grass_1"
"Fruits_Grass_1","技能树","","","-187","-404","Fruits_Grass_1"
"Fruits_Grass_1","技能树","","","51","-50","Fruits_Grass_1"
"Fruits_Grass_1","技能树","","","334","-39","Fruits_Grass_1"
"Fruits_Sakurajima_1","技能树","","","-462","227","Fruits_Sakurajima_1"
"Fruits_Sakurajima_1","技能树","","","-599","310","Fruits_Sakurajima_1"
"Fruits_Sakurajima_1","技能树","","","-575","163","Fruits_Sakurajima_1"
"Fruits_Sakurajima_1","技能树","","","-682","184","Fruits_Sakurajima_1"
"Fruits_SkyIsland_1","技能树","","","-543","-1432","Fruits_SkyIsland_1"
"Fruits_SkyIsland_1","技能树","","","-555","-1295","Fruits_SkyIsland_1"
"Fruits_SkyIsland_1","技能树","","","-417","-1376","Fruits_SkyIsland_1"
"Fruits_SkyIsland_1","技能树","","","-385","-1352","Fruits_SkyIsland_1"
"Fruits_Snow_1","技能树","","","183","429","Fruits_Snow_1"
"Fruits_Snow_1","技能树","","","-150","582","Fruits_Snow_1"
"Fruits_Volcano_1","技能树","","","-555","-624","Fruits_Volcano_1"
"Fruits_Volcano_1","技能树","","","-623","-260","Fruits_Volcano_1"
"烈阳金属","帕鲁树晶矿","","","-416","-1492",""
"烈阳金属","帕鲁树晶矿","","","-414","-1488",""
"烈阳金属","帕鲁树晶矿","","","-410","-1489",""
"烈阳金属","帕鲁树晶矿","","","-411","-1493",""
"烈阳金属","帕鲁树晶矿","","","-394","-1526",""
"烈阳金属","帕鲁树晶矿","","","-394","-1514",""
"烈阳金属","帕鲁树晶矿","","","-379","-1506",""
"烈阳金属","帕鲁树晶矿","","","-369","-1496",""
"烈阳金属","帕鲁树晶矿","","","-376","-1500",""
"烈阳金属","帕鲁树晶矿","","","-383","-1541",""
"烈阳金属","帕鲁树晶矿","","","-373","-1523",""
"烈阳金属","帕鲁树晶矿","","","-341","-1519",""
"烈阳金属","帕鲁树晶矿","","","-342","-1529",""
"烈阳金属","帕鲁树晶矿","","","-303","-1406",""
"烈阳金属","帕鲁树晶矿","","","-301","-1410",""
"烈阳金属","帕鲁树晶矿","","","-306","-1408",""
"烈阳金属","帕鲁树晶矿","","","-303","-1410",""
"烈阳金属","帕鲁树晶矿","","","-306","-1411",""
"烈阳金属","帕鲁树晶矿","","","-352","-1473",""
"烈阳金属","帕鲁树晶矿","","","-334","-1473",""
"烈阳金属","帕鲁树晶矿","","","-339","-1473",""
"烈阳金属","帕鲁树晶矿","","","-350","-1445",""
"烈阳金属","帕鲁树晶矿","","","-339","-1447",""
"烈阳金属","帕鲁树晶矿","","","-362","-1445",""
"烈阳金属","帕鲁树晶矿","","","-335","-1436",""
"烈阳金属","帕鲁树晶矿","","","-324","-1451",""
"烈阳金属","帕鲁树晶矿","","","-346","-1496",""
"烈阳金属","帕鲁树晶矿","","","-351","-1480",""
"烈阳金属","帕鲁树晶矿","","","-372","-1461",""
"烈阳金属","帕鲁树晶矿","","","-372","-1449",""
"烈阳金属","帕鲁树晶矿","","","-378","-1428",""
"烈阳金属","帕鲁树晶矿","","","-362","-1416",""
"烈阳金属","帕鲁树晶矿","","","-361","-1422",""
"烈阳金属","帕鲁树晶矿","","","-367","-1421",""
"烈阳金属","帕鲁树晶矿","","","-375","-1407",""
"烈阳金属","帕鲁树晶矿","","","-384","-1449",""
"烈阳金属","帕鲁树晶矿","","","-383","-1447",""
"烈阳金属","帕鲁树晶矿","","","-382","-1449",""
"烈阳金属","帕鲁树晶矿","","","-319","-1512",""
"烈阳金属","帕鲁树晶矿","","","-207","-1528",""
"烈阳金属","帕鲁树晶矿","","","-216","-1520",""
"烈阳金属","帕鲁树晶矿","","","-239","-1461",""
"烈阳金属","帕鲁树晶矿","","","-245","-1465",""
"烈阳金属","帕鲁树晶矿","","","-361","-1432",""
"烈阳金属","帕鲁树晶矿","","","-369","-1429",""
"烈阳金属","帕鲁树晶矿","","","-383","-1519",""
"烈阳金属","帕鲁树晶矿","","","-359","-1529",""
"烈阳金属","帕鲁树晶矿","","","-379","-1529",""
"烈阳金属","帕鲁树晶矿","","","-388","-1541",""
"烈阳金属","帕鲁树晶矿","","","-384","-1531",""
"烈阳金属","帕鲁树晶矿","","","-408","-1539",""
"烈阳金属","帕鲁树晶矿","","","-407","-1543",""
"烈阳金属","帕鲁树晶矿","","","-400","-1551",""
"烈阳金属","帕鲁树晶矿","","","-401","-1541",""
"烈阳金属","帕鲁树晶矿","","","-443","-1522",""
"烈阳金属","帕鲁树晶矿","","","-474","-1530",""
"烈阳金属","帕鲁树晶矿","","","-478","-1532",""
"烈阳金属","帕鲁树晶矿","","","-463","-1542",""
"烈阳金属","帕鲁树晶矿","","","-482","-1532",""
"烈阳金属","帕鲁树晶矿","","","-474","-1523",""
"烈阳金属","帕鲁树晶矿","","","-484","-1503",""
"烈阳金属","帕鲁树晶矿","","","-505","-1544",""
"烈阳金属","帕鲁树晶矿","","","-505","-1541",""
"烈阳金属","帕鲁树晶矿","","","-512","-1540",""
"烈阳金属","帕鲁树晶矿","","","-517","-1544",""
"烈阳金属","帕鲁树晶矿","","","-512","-1531",""
"烈阳金属","帕鲁树晶矿","","","-527","-1530",""
"烈阳金属","帕鲁树晶矿","","","-525","-1529",""
"烈阳金属","帕鲁树晶矿","","","-527","-1527",""
"烈阳金属","帕鲁树晶矿","","","-514","-1515",""
"烈阳金属","帕鲁树晶矿","","","-527","-1489",""
"烈阳金属","帕鲁树晶矿","","","-531","-1477",""
"烈阳金属","帕鲁树晶矿","","","-527","-1471",""
"烈阳金属","帕鲁树晶矿","","","-538","-1457",""
"烈阳金属","帕鲁树晶矿","","","-519","-1476",""
"烈阳金属","帕鲁树晶矿","","","-511","-1487",""
"烈阳金属","帕鲁树晶矿","","","-513","-1503",""
"烈阳金属","帕鲁树晶矿","","","-539","-1492",""
"烈阳金属","帕鲁树晶矿","","","-543","-1476",""
"烈阳金属","帕鲁树晶矿","","","-552","-1477",""
"烈阳金属","帕鲁树晶矿","","","-550","-1471",""
"烈阳金属","帕鲁树晶矿","","","-565","-1459",""
"烈阳金属","帕鲁树晶矿","","","-571","-1461",""
"烈阳金属","帕鲁树晶矿","","","-587","-1445",""
"烈阳金属","帕鲁树晶矿","","","-584","-1446",""
"烈阳金属","帕鲁树晶矿","","","-582","-1443",""
"烈阳金属","帕鲁树晶矿","","","-585","-1441",""
"烈阳金属","帕鲁树晶矿","","","-587","-1448",""
"烈阳金属","帕鲁树晶矿","","","-581","-1520",""
"烈阳金属","帕鲁树晶矿","","","-577","-1521",""
"烈阳金属","帕鲁树晶矿","","","-465","-1564",""
"烈阳金属","帕鲁树晶矿","","","-464","-1566",""
"烈阳金属","帕鲁树晶矿","","","-462","-1564",""
"烈阳金属","帕鲁树晶矿","","","-452","-1565",""
"烈阳金属","帕鲁树晶矿","","","-456","-1567",""
"烈阳金属","帕鲁树晶矿","","","-477","-1565",""
"烈阳金属","帕鲁树晶矿","","","-556","-1414",""
"烈阳金属","帕鲁树晶矿","","","-556","-1419",""
"烈阳金属","帕鲁树晶矿","","","-550","-1413",""
"烈阳金属","帕鲁树晶矿","","","-552","-1415",""
"烈阳金属","帕鲁树晶矿","","","-554","-1421",""
"烈阳金属","帕鲁树晶矿","","","-554","-1418",""
"烈阳金属","帕鲁树晶矿","","","-571","-1365",""
"烈阳金属","帕鲁树晶矿","","","-559","-1371",""
"烈阳金属","帕鲁树晶矿","","","-566","-1370",""
"烈阳金属","帕鲁树晶矿","","","-542","-1301",""
"烈阳金属","帕鲁树晶矿","","","-546","-1301",""
"烈阳金属","帕鲁树晶矿","","","-543","-1298",""
"烈阳金属","帕鲁树晶矿","","","-549","-1298",""
"烈阳金属","帕鲁树晶矿","","","-546","-1297",""
"烈阳金属","帕鲁树晶矿","","","-552","-1297",""
"烈阳金属","帕鲁树晶矿","","","-472","-1455",""
"烈阳金属","帕鲁树晶矿","","","-472","-1440",""
"烈阳金属","帕鲁树晶矿","","","-477","-1428",""
"烈阳金属","帕鲁树晶矿","","","-475","-1411",""
"烈阳金属","帕鲁树晶矿","","","-475","-1403",""
"烈阳金属","帕鲁树晶矿","","","-467","-1401",""
"烈阳金属","帕鲁树晶矿","","","-476","-1398",""
"烈阳金属","帕鲁树晶矿","","","-458","-1398",""
"烈阳金属","帕鲁树晶矿","","","-461","-1388",""
"烈阳金属","帕鲁树晶矿","","","-458","-1377",""
"烈阳金属","帕鲁树晶矿","","","-454","-1378",""
"烈阳金属","帕鲁树晶矿","","","-442","-1379",""
"烈阳金属","帕鲁树晶矿","","","-434","-1375",""
"烈阳金属","帕鲁树晶矿","","","-432","-1377",""
"烈阳金属","帕鲁树晶矿","","","-410","-1384",""
"烈阳金属","帕鲁树晶矿","","","-413","-1385",""
"烈阳金属","帕鲁树晶矿","","","-417","-1381",""
"烈阳金属","帕鲁树晶矿","","","-394","-1391",""
"烈阳金属","帕鲁树晶矿","","","-396","-1387",""
"烈阳金属","帕鲁树晶矿","","","-404","-1400",""
"烈阳金属","帕鲁树晶矿","","","-397","-1419",""
"烈阳金属","帕鲁树晶矿","","","-397","-1429",""
"烈阳金属","帕鲁树晶矿","","","-402","-1434",""
"烈阳金属","帕鲁树晶矿","","","-412","-1443",""
"烈阳金属","帕鲁树晶矿","","","-406","-1444",""
"烈阳金属","帕鲁树晶矿","","","-422","-1364",""
"烈阳金属","帕鲁树晶矿","","","-443","-1356",""
"烈阳金属","帕鲁树晶矿","","","-453","-1348",""
"烈阳金属","帕鲁树晶矿","","","-471","-1338",""
"烈阳金属","帕鲁树晶矿","","","-481","-1354",""
"烈阳金属","帕鲁树晶矿","","","-484","-1357",""
"烈阳金属","帕鲁树晶矿","","","-475","-1361",""
"烈阳金属","帕鲁树晶矿","","","-476","-1375",""
"烈阳金属","帕鲁树晶矿","","","-475","-1381",""
"烈阳金属","帕鲁树晶矿","","","-473","-1377",""
"烈阳金属","帕鲁树晶矿","","","-462","-1353",""
"烈阳金属","帕鲁树晶矿","","","-410","-1368",""
"烈阳金属","帕鲁树晶矿","","","-399","-1372",""
"烈阳金属","帕鲁树晶矿","","","-458","-1333",""
"烈阳金属","帕鲁树晶矿","","","-498","-1412",""
"烈阳金属","帕鲁树晶矿","","","-499","-1408",""
"烈阳金属","帕鲁树晶矿","","","-548","-1490",""
"烈阳金属","帕鲁树晶矿","","","-479","-1542",""
"烈阳金属","帕鲁树晶矿","","","-484","-1545",""
"烈阳金属","帕鲁树晶矿","","","-492","-1545",""
"烈阳金属","帕鲁树晶矿","","","-356","-1492",""
"烈阳金属","帕鲁树晶矿","","","-354","-1491",""
"烈阳金属","帕鲁树晶矿","","","-334","-1555",""
"烈阳金属","帕鲁树晶矿","","","-274","-1529",""
"烈阳金属","帕鲁树晶矿","","","-311","-1445",""
"烈阳金属","帕鲁树晶矿","","","-315","-1444",""
"烈阳金属","帕鲁树晶矿","","","-309","-1359",""
"硫磺","硫磺","","","-40","-459",""
"硫磺","硫磺","","","-56","-393",""
"硫磺","硫磺","","","-80","-291",""
"硫磺","硫磺","","","-116","-137",""
"硫磺","硫磺","","","-121","-122",""
"硫磺","硫磺","","","-131","-70",""
"硫磺","硫磺","","","-57","-464",""
"硫磺","硫磺","","","-65","-429",""
"硫磺","硫磺","","","-125","-176",""
"硫磺","硫磺","","","-153","-57",""
"硫磺","硫磺","","","-74","-468",""
"硫磺","硫磺","","","-157","-112",""
"硫磺","硫磺","","","-95","-455",""
"硫磺","硫磺","","","-99","-438",""
"硫磺","硫磺","","","-116","-369",""
"硫磺","硫磺","","","-135","-285",""
"硫磺","硫磺","","","-155","-200",""
"硫磺","硫磺","","","-173","-116",""
"硫磺","硫磺","","","-141","-339",""
"硫磺","硫磺","","","-143","-323",""
"硫磺","硫磺","","","-159","-254",""
"硫磺","硫磺","","","-163","-237",""
"硫磺","硫磺","","","-188","-136",""
"硫磺","硫磺","","","-195","-102",""
"硫磺","硫磺","","","-166","-309",""
"硫磺","硫磺","","","-181","-242",""
"硫磺","硫磺","","","-201","-229",""
"硫磺","硫磺","","","-203","-300",""
"硫磺","硫磺","","","-211","-268",""
"硫磺","硫磺","","","-180","-475",""
"硫磺","硫磺","","","-260","-134",""
"硫磺","硫磺","","","-206","-445",""
"硫磺","硫磺","","","-248","-257",""
"硫磺","硫磺","","","-222","-449",""
"硫磺","硫磺","","","-266","-263",""
"硫磺","硫磺","","","-281","-194",""
"硫磺","硫磺","","","-274","-300",""
"硫磺","硫磺","","","-278","-284",""
"硫磺","硫磺","","","-240","-525",""
"硫磺","硫磺","","","-279","-354",""
"硫磺","硫磺","","","-335","-118",""
"硫磺","硫磺","","","-273","-531",""
"硫磺","硫磺","","","-286","-481",""
"硫磺","硫磺","","","-314","-363",""
"硫磺","硫磺","","","-330","-294",""
"硫磺","硫磺","","","-358","-175",""
"硫磺","硫磺","","","49","-147",""
"硫磺","硫磺","","","54","-161",""
"硫磺","硫磺","","","25","-178",""
"硫磺","硫磺","","","-31","-225",""
"硫磺","硫磺","","","48","-262",""
"硫磺","硫磺","","","7","-303",""
"硫磺","硫磺","","","32","-309",""
"硫磺","硫磺","","","93","79",""
"硫磺","硫磺","","","78","41",""
"硫磺","硫磺","","","29","-55",""
"硫磺","硫磺","","","141","29",""
"硫磺","硫磺","","","115","5",""
"硫磺","硫磺","","","103","-33",""
"硫磺","硫磺","","","91","-45",""
"硫磺","硫磺","","","239","76",""
"硫磺","硫磺","","","190","27",""
"硫磺","硫磺","","","279","87",""
"硫磺","硫磺","","","253","63",""
"硫磺","硫磺","","","215","26",""
"硫磺","硫磺","","","277","63",""
"硫磺","硫磺","","","214","-47",""
"硫磺","硫磺","","","150","-156",""
"硫磺","硫磺","","","312","-25",""
"硫磺","硫磺","","","250","-86",""
"硫磺","硫磺","","","374","-13",""
"硫磺","硫磺","","","336","-49",""
"硫磺","硫磺","","","287","-98",""
"硫磺","硫磺","","","274","-110",""
"硫磺","硫磺","","","223","-182",""
"硫磺","硫磺","","","223","-208",""
"硫磺","硫磺","","","246","-257",""
"硫磺","硫磺","","","-741","-441",""
"硫磺","硫磺","","","-746","-446",""
"硫磺","硫磺","","","-746","-441",""
"硫磺","硫磺","","","-745","-442",""
"硫磺","硫磺","","","-741","-441",""
"硫磺","硫磺","","","-743","-442",""
"硫磺","硫磺","","","-741","-442",""
"硫磺","硫磺","","","-741","-443",""
"硫磺","硫磺","","","-599","-513",""
"硫磺","硫磺","","","-597","-521",""
"硫磺","硫磺","","","-596","-519",""
"硫磺","硫磺","","","-598","-516",""
"硫磺","硫磺","","","-601","-512",""
"硫磺","硫磺","","","-597","-516",""
